Name	n_genes	gene_ids
TALONT000748532	1	ENSG00000107317
TALONT000748679	1	ENSG00000107317
TALONT000748726	1	ENSG00000107317
TALONT000748744	1	ENSG00000107317
TALONT000748796	1	ENSG00000107317
TALONT000748882	1	ENSG00000107317
TALONT000749300	1	ENSG00000107317
TALONT000749442	1	ENSG00000107317
TALONT000749474	1	ENSG00000107317
TALONT000749723	1	ENSG00000167264
TALONT000749990	1	ENSG00000107317
TALONT000750000	1	ENSG00000107317
TALONT000750084	1	ENSG00000107317
TALONT000750117	1	ENSG00000107317
TALONT000750119	1	ENSG00000107317
TALONT000750131	1	ENSG00000107317
TALONT000751516	1	ENSG00000180549
TALONT000751581	1	ENSG00000107281
TALONT000751593	1	ENSG00000107281
TALONT000751697	1	ENSG00000107281
TALONT000751699	1	ENSG00000107281
TALONT000751748	1	ENSG00000107281
TALONT000751802	1	ENSG00000107281
TALONT000751814	1	ENSG00000107281
TALONT000751825	1	ENSG00000107281
TALONT000751861	1	ENSG00000107281
TALONT000751863	1	ENSG00000107281
TALONT000751995	1	ENSG00000107281
TALONT000756829	1	ENSG00000126246
TALONT000756851	1	ENSG00000126246
TALONT000756876	1	ENSG00000126246
TALONT000756882	1	ENSG00000126246
TALONT000756915	1	ENSG00000126246
TALONT000756927	1	ENSG00000126246
TALONT000756948	1	ENSG00000126246
TALONT000756963	1	ENSG00000126246
TALONT000756975	1	ENSG00000126246
TALONT000757135	1	ENSG00000161265
TALONT000757157	1	ENSG00000161265
TALONT000757162	1	ENSG00000161265
TALONT000757171	1	ENSG00000161265
TALONT000757197	1	ENSG00000161265
TALONT000757247	1	ENSG00000161265
TALONT000757473	1	ENSG00000161265
TALONT000757499	1	ENSG00000161265
TALONT000757514	1	ENSG00000161265
TALONT000757557	1	ENSG00000161265
TALONT000757935	1	ENSG00000198546
TALONT000757943	1	ENSG00000198546
TALONT000757979	1	ENSG00000198546
TALONT000758351	1	ENSG00000198546
TALONT000758353	1	ENSG00000198546
TALONT000758490	1	ENSG00000205155
TALONT000758543	1	ENSG00000267796
TALONT000758633	1	ENSG00000165828
TALONT000758638	1	ENSG00000165828
TALONT000758652	1	ENSG00000165828
TALONT000758664	1	ENSG00000267796
TALONT000759267	1	ENSG00000132612
TALONT000759277	1	ENSG00000132612
TALONT000759294	1	ENSG00000132612
TALONT000759356	1	ENSG00000132612
TALONT000759363	1	ENSG00000132612
TALONT000759529	1	ENSG00000132612
TALONT000760508	1	ENSG00000132612
TALONT000760524	1	ENSG00000132612
TALONT000760537	1	ENSG00000132612
TALONT000760562	1	ENSG00000132612
TALONT000760569	1	ENSG00000132612
TALONT000760575	1	ENSG00000132612
TALONT000761123	1	ENSG00000185414
TALONT000761126	1	ENSG00000185414
TALONT000761269	1	ENSG00000213380
TALONT000761303	1	ENSG00000239382
TALONT000761308	1	ENSG00000239382
TALONT000761310	1	ENSG00000239382
TALONT000761352	1	ENSG00000213380
TALONT000761439	1	ENSG00000185414
TALONT000761453	1	ENSG00000185414
TALONT000762096	1	ENSG00000148832
TALONT000762110	1	ENSG00000148832
TALONT000762120	1	ENSG00000148832
TALONT000762161	1	ENSG00000148824
TALONT000762170	1	ENSG00000148824
TALONT000762243	1	ENSG00000148824
TALONT000762278	1	ENSG00000148824
TALONT000762288	1	ENSG00000148824
TALONT000762493	1	ENSG00000148824
TALONT000762723	1	ENSG00000148824
TALONT000763318	1	ENSG00000148824
TALONT000764084	1	ENSG00000108773
TALONT000764133	1	ENSG00000108773
TALONT000764182	1	ENSG00000108773
TALONT000764370	1	ENSG00000108773
TALONT000764668	1	ENSG00000108774
TALONT000764686	1	ENSG00000108774
TALONT000764715	1	ENSG00000108774
TALONT000768882	1	ENSG00000108784
TALONT000768892	1	ENSG00000108784
TALONT000768898	1	ENSG00000108784
TALONT000768926	1	ENSG00000108784
TALONT000768996	1	ENSG00000108784
TALONT000770091	1	ENSG00000197070
TALONT000770097	1	ENSG00000197070
TALONT000770130	1	ENSG00000197070
TALONT000770156	1	ENSG00000197070
TALONT000770176	1	ENSG00000197070
TALONT000770200	1	ENSG00000197070
TALONT000770305	1	ENSG00000197070
TALONT000770361	1	ENSG00000197070
TALONT000770377	1	ENSG00000197070
TALONT000771007	1	ENSG00000157349
TALONT000771074	1	ENSG00000157349
TALONT000771499	1	ENSG00000245680
TALONT000771648	1	ENSG00000197070
TALONT000771653	1	ENSG00000197070
TALONT000771698	1	ENSG00000197070
TALONT000771702	1	ENSG00000197070
TALONT000771933	1	ENSG00000157349
TALONT000772008	1	ENSG00000197070
TALONT000772547	1	ENSG00000197070
TALONT000772585	1	ENSG00000168872
TALONT000772849	1	ENSG00000168872
TALONT000772951	1	ENSG00000168872
TALONT000772967	1	ENSG00000165055
TALONT000772988	1	ENSG00000181090
TALONT000773002	1	ENSG00000181090
TALONT000773019	1	ENSG00000181090
TALONT000773059	1	ENSG00000181090
TALONT000773140	1	ENSG00000168872
TALONT000773175	1	ENSG00000168872
TALONT000773179	1	ENSG00000168872
TALONT000773217	1	ENSG00000181090
TALONT000773238	1	ENSG00000181090
TALONT000773742	1	ENSG00000062485
TALONT000773753	1	ENSG00000062485
TALONT000773763	1	ENSG00000062485
TALONT000773782	1	ENSG00000062485
TALONT000773791	1	ENSG00000062485
TALONT000773919	1	ENSG00000062485
TALONT000773953	1	ENSG00000062485
TALONT000775053	1	ENSG00000198182
TALONT000776341	1	ENSG00000167642
TALONT000776838	1	ENSG00000167642
TALONT000776869	1	ENSG00000257727
TALONT000776944	1	ENSG00000167642
TALONT000777063	1	ENSG00000167642
TALONT000777131	1	ENSG00000167642
TALONT000777755	1	ENSG00000167642
TALONT000777975	1	ENSG00000167642
TALONT000778236	1	ENSG00000167642
TALONT000778802	1	ENSG00000167642
TALONT000780358	1	ENSG00000157429
TALONT000782345	1	ENSG00000167642
TALONT000782380	1	ENSG00000266967
TALONT000782446	1	ENSG00000266967
TALONT000782497	1	ENSG00000167642
TALONT000782527	1	ENSG00000167642
TALONT000782604	1	ENSG00000167644
TALONT000782632	1	ENSG00000167644
TALONT000783075	1	ENSG00000267060
TALONT000785430	1	ENSG00000244242
TALONT000785431	1	ENSG00000244242
TALONT000785439	1	ENSG00000244242
TALONT000785440	1	ENSG00000244242
TALONT000785444	1	ENSG00000244242
TALONT000785455	1	ENSG00000244242
TALONT000785494	1	ENSG00000117984
TALONT000785496	1	ENSG00000117984
TALONT000785498	1	ENSG00000117984
TALONT000785499	1	ENSG00000117984
TALONT000785501	1	ENSG00000117984
TALONT000785502	1	ENSG00000117984
TALONT000785519	1	ENSG00000117984
TALONT000785626	1	ENSG00000117984
TALONT000785922	1	ENSG00000117984
TALONT000786641	1	ENSG00000196531
TALONT000786658	1	ENSG00000196531
TALONT000786726	1	ENSG00000196531
TALONT000786800	1	ENSG00000196531
TALONT000786877	1	ENSG00000196531
TALONT000786894	1	ENSG00000196531
TALONT000786951	1	ENSG00000196531
TALONT000786978	1	ENSG00000196531
TALONT000787038	1	ENSG00000196531
TALONT000787079	1	ENSG00000196531
TALONT000787091	1	ENSG00000196531
TALONT000787668	1	ENSG00000186148
TALONT000787685	1	ENSG00000186148
TALONT000788355	1	ENSG00000231721
TALONT000788365	1	ENSG00000231721
TALONT000788375	1	ENSG00000231721
TALONT000788376	1	ENSG00000231721
TALONT000788404	1	ENSG00000231721
TALONT000788517	1	ENSG00000231721
TALONT000789117	1	ENSG00000282785
TALONT000789334	1	ENSG00000104823
TALONT000789387	1	ENSG00000104823
TALONT000789426	1	ENSG00000104823
TALONT000789451	1	ENSG00000104823
TALONT000789483	1	ENSG00000104823
TALONT000789513	1	ENSG00000104823
TALONT000789552	1	ENSG00000104823
TALONT000789626	1	ENSG00000104823
TALONT000789629	1	ENSG00000104823
TALONT000789659	1	ENSG00000104823
TALONT000789681	1	ENSG00000104823
TALONT000789753	1	ENSG00000184115
TALONT000790945	1	ENSG00000153774
TALONT000791049	1	ENSG00000153774
TALONT000791176	1	ENSG00000196531
TALONT000791297	1	ENSG00000198056
TALONT000791670	1	ENSG00000104824
TALONT000791679	1	ENSG00000104824
TALONT000791691	1	ENSG00000104824
TALONT000791702	1	ENSG00000104824
TALONT000791706	1	ENSG00000104824
TALONT000791712	1	ENSG00000104824
TALONT000791740	1	ENSG00000104824
TALONT000791763	1	ENSG00000104824
TALONT000791841	1	ENSG00000104824
TALONT000791861	1	ENSG00000153774
TALONT000791881	1	ENSG00000153774
TALONT000791892	1	ENSG00000104824
TALONT000791920	1	ENSG00000104824
TALONT000792014	1	ENSG00000166822
TALONT000792062	1	ENSG00000104824
TALONT000792080	1	ENSG00000104824
TALONT000792517	1	ENSG00000205084
TALONT000792848	1	ENSG00000164008
TALONT000794457	1	ENSG00000065457
TALONT000795766	1	ENSG00000104835
TALONT000795771	1	ENSG00000104835
TALONT000795779	1	ENSG00000104835
TALONT000795782	1	ENSG00000104835
TALONT000795806	1	ENSG00000104835
TALONT000795838	1	ENSG00000104835
TALONT000795892	1	ENSG00000213931
TALONT000796280	1	ENSG00000121236
TALONT000796287	1	ENSG00000121236
TALONT000796422	1	ENSG00000258659
TALONT000796472	1	ENSG00000132256
TALONT000796485	1	ENSG00000132256
TALONT000796501	1	ENSG00000132256
TALONT000796514	1	ENSG00000132256
TALONT000796773	1	ENSG00000179912
TALONT000796776	1	ENSG00000179912
TALONT000796800	1	ENSG00000179912
TALONT000796849	1	ENSG00000240682
TALONT000797317	1	ENSG00000269190
TALONT000801144	1	ENSG00000166337
TALONT000801203	1	ENSG00000166337
TALONT000801214	1	ENSG00000166337
TALONT000801379	1	ENSG00000166340
TALONT000801390	1	ENSG00000166340
TALONT000801392	1	ENSG00000166340
TALONT000801394	1	ENSG00000166340
TALONT000801395	1	ENSG00000166340
TALONT000801420	1	ENSG00000166340
TALONT000801463	1	ENSG00000166340
TALONT000803014	1	ENSG00000140905
TALONT000803059	1	ENSG00000140905
TALONT000803466	1	ENSG00000066135
TALONT000803494	1	ENSG00000146963
TALONT000803500	1	ENSG00000066135
TALONT000803549	1	ENSG00000146963
TALONT000803564	1	ENSG00000146963
TALONT000803578	1	ENSG00000066135
TALONT000803583	1	ENSG00000146963
TALONT000803604	1	ENSG00000146963
TALONT000803610	1	ENSG00000146963
TALONT000803634	1	ENSG00000146963
TALONT000803674	1	ENSG00000146963
TALONT000803683	1	ENSG00000146963
TALONT000805481	1	ENSG00000146963
TALONT000810417	1	ENSG00000123297
TALONT000818251	1	ENSG00000204650
TALONT000818427	1	ENSG00000204650
TALONT000818624	1	ENSG00000120088
TALONT000819785	1	ENSG00000240303
TALONT000821084	1	ENSG00000139233
TALONT000821238	1	ENSG00000139233
TALONT000821326	1	ENSG00000155957
TALONT000821378	1	ENSG00000113971
TALONT000821383	1	ENSG00000155957
TALONT000821844	1	ENSG00000167578
TALONT000821854	1	ENSG00000167578
TALONT000821860	1	ENSG00000167578
TALONT000822079	1	ENSG00000167578
TALONT000822106	1	ENSG00000167578
TALONT000822193	1	ENSG00000269858
TALONT000822233	1	ENSG00000269858
TALONT000822358	1	ENSG00000269858
TALONT000823878	1	ENSG00000244479
TALONT000823883	1	ENSG00000269858
TALONT000823884	1	ENSG00000244479
TALONT000823891	1	ENSG00000244479
TALONT000823899	1	ENSG00000269858
TALONT000823905	1	ENSG00000244479
TALONT000823916	1	ENSG00000269858
TALONT000823922	1	ENSG00000244479
TALONT000823937	1	ENSG00000269858
TALONT000824205	1	ENSG00000129083
TALONT000824210	1	ENSG00000129083
TALONT000824218	1	ENSG00000129083
TALONT000824308	1	ENSG00000129083
TALONT000824695	1	ENSG00000259207
TALONT000824854	1	ENSG00000259207
TALONT000824879	1	ENSG00000259207
TALONT000824902	1	ENSG00000129083
TALONT000824910	1	ENSG00000129083
TALONT000824918	1	ENSG00000129083
TALONT000824919	1	ENSG00000129083
TALONT000824920	1	ENSG00000129083
TALONT000824922	1	ENSG00000129083
TALONT000825003	1	ENSG00000129083
TALONT000825010	1	ENSG00000129083
TALONT000825033	1	ENSG00000129083
TALONT000825067	1	ENSG00000129084
TALONT000825083	1	ENSG00000129084
TALONT000825100	1	ENSG00000129084
TALONT000825110	1	ENSG00000129084
TALONT000825117	1	ENSG00000129084
TALONT000825119	1	ENSG00000129084
TALONT000825139	1	ENSG00000129084
TALONT000825149	1	ENSG00000129084
TALONT000825219	1	ENSG00000129084
TALONT000825236	1	ENSG00000129084
TALONT000825310	1	ENSG00000129084
TALONT000825318	1	ENSG00000129084
TALONT000825354	1	ENSG00000129084
TALONT000825390	1	ENSG00000129084
TALONT000825415	1	ENSG00000129084
TALONT000825438	1	ENSG00000129084
TALONT000825883	1	ENSG00000129084
TALONT000827619	1	ENSG00000248098
TALONT000827632	1	ENSG00000248098
TALONT000827667	1	ENSG00000248098
TALONT000827795	1	ENSG00000248098
TALONT000828229	1	ENSG00000103264
TALONT000828232	1	ENSG00000103264
TALONT000828238	1	ENSG00000103264
TALONT000828246	1	ENSG00000103264
TALONT000828352	1	ENSG00000248098
TALONT000828389	1	ENSG00000103264
TALONT000828401	1	ENSG00000248098
TALONT000829381	1	ENSG00000086548
TALONT000829384	1	ENSG00000086548
TALONT000829415	1	ENSG00000086548
TALONT000829449	1	ENSG00000086548
TALONT000830074	1	ENSG00000108439
TALONT000830154	1	ENSG00000108465
TALONT000830165	1	ENSG00000108465
TALONT000830168	1	ENSG00000108465
TALONT000830189	1	ENSG00000108465
TALONT000830212	1	ENSG00000108465
TALONT000830216	1	ENSG00000108465
TALONT000830217	1	ENSG00000108465
TALONT000830315	1	ENSG00000108465
TALONT000830370	1	ENSG00000108465
TALONT000830387	1	ENSG00000108465
TALONT000830511	1	ENSG00000108465
TALONT000830546	1	ENSG00000108465
TALONT000830551	1	ENSG00000108465
TALONT000830554	1	ENSG00000108465
TALONT000830878	1	ENSG00000108465
TALONT000831234	1	ENSG00000108465
TALONT000831273	1	ENSG00000108465
TALONT000831289	1	ENSG00000108465
TALONT000831291	1	ENSG00000108465
TALONT000831368	1	ENSG00000108465
TALONT000831372	1	ENSG00000108465
TALONT000831411	1	ENSG00000108465
TALONT000832266	1	ENSG00000129158
TALONT000832273	1	ENSG00000129158
TALONT000832291	1	ENSG00000129158
TALONT000832330	1	ENSG00000129158
TALONT000832347	1	ENSG00000129158
TALONT000833303	1	ENSG00000148965
TALONT000833368	1	ENSG00000134339
TALONT000833370	1	ENSG00000134339
TALONT000835700	1	ENSG00000139291
TALONT000835710	1	ENSG00000139291
TALONT000835742	1	ENSG00000139291
TALONT000836847	1	ENSG00000117461
TALONT000836881	1	ENSG00000117461
TALONT000837841	1	ENSG00000284691
TALONT000837879	1	ENSG00000284691
TALONT000837891	1	ENSG00000284691
TALONT000837892	1	ENSG00000284691
TALONT000840971	1	ENSG00000105404
TALONT000840973	1	ENSG00000105404
TALONT000840981	1	ENSG00000105404
TALONT000840998	1	ENSG00000105404
TALONT000842111	1	ENSG00000105409
TALONT000842113	1	ENSG00000105409
TALONT000842128	1	ENSG00000105409
TALONT000842133	1	ENSG00000105409
TALONT000842137	1	ENSG00000105409
TALONT000842141	1	ENSG00000105409
TALONT000842143	1	ENSG00000105409
TALONT000842145	1	ENSG00000105409
TALONT000842149	1	ENSG00000105409
TALONT000842167	1	ENSG00000105409
TALONT000842168	1	ENSG00000105409
TALONT000842169	1	ENSG00000105409
TALONT000842194	1	ENSG00000105409
TALONT000842200	1	ENSG00000105409
TALONT000842202	1	ENSG00000105409
TALONT000842204	1	ENSG00000105409
TALONT000842214	1	ENSG00000105409
TALONT000842216	1	ENSG00000105409
TALONT000846750	1	ENSG00000049449
TALONT000846862	1	ENSG00000049449
TALONT000847825	1	ENSG00000049449
TALONT000847831	1	ENSG00000049449
TALONT000848532	1	ENSG00000033050
TALONT000848537	1	ENSG00000033050
TALONT000848551	1	ENSG00000033050
TALONT000848591	1	ENSG00000033050
TALONT000848600	1	ENSG00000033050
TALONT000848609	1	ENSG00000033050
TALONT000848632	1	ENSG00000033050
TALONT000848639	1	ENSG00000033050
TALONT000848667	1	ENSG00000033050
TALONT000848752	1	ENSG00000033050
TALONT000848764	1	ENSG00000033050
TALONT000848849	1	ENSG00000073050
TALONT000848864	1	ENSG00000073050
TALONT000848875	1	ENSG00000073050
TALONT000848886	1	ENSG00000033050
TALONT000848919	1	ENSG00000073050
TALONT000850510	1	ENSG00000205177
TALONT000850625	1	ENSG00000085063
TALONT000850658	1	ENSG00000085063
TALONT000852918	1	ENSG00000159885
TALONT000854239	1	ENSG00000139323
TALONT000854247	1	ENSG00000139323
TALONT000854269	1	ENSG00000139323
TALONT000854291	1	ENSG00000139323
TALONT000854299	1	ENSG00000139323
TALONT000854340	1	ENSG00000139323
TALONT000854648	1	ENSG00000062370
TALONT000854922	1	ENSG00000278318
TALONT000858438	1	ENSG00000239672
TALONT000859525	1	ENSG00000216895
TALONT000859948	1	ENSG00000239672
TALONT000860128	1	ENSG00000239672
TALONT000860149	1	ENSG00000239672
TALONT000860482	1	ENSG00000243678
TALONT000861450	1	ENSG00000243678
TALONT000861739	1	ENSG00000149084
TALONT000861755	1	ENSG00000149084
TALONT000861815	1	ENSG00000149084
TALONT000862243	1	ENSG00000243678
TALONT000862355	1	ENSG00000149084
TALONT000862397	1	ENSG00000149084
TALONT000862484	1	ENSG00000162980
TALONT000863122	1	ENSG00000234906
TALONT000863139	1	ENSG00000234906
TALONT000863368	1	ENSG00000234906
TALONT000863446	1	ENSG00000234906
TALONT000871467	1	ENSG00000141002
TALONT000871475	1	ENSG00000141002
TALONT000871495	1	ENSG00000141002
TALONT000871513	1	ENSG00000141002
TALONT000871560	1	ENSG00000141002
TALONT000871566	1	ENSG00000141002
TALONT000871803	1	ENSG00000141002
TALONT000871874	1	ENSG00000141002
TALONT000871932	1	ENSG00000141002
TALONT000871978	1	ENSG00000141002
TALONT000872810	1	ENSG00000141002
TALONT000872872	1	ENSG00000182372
TALONT000873046	1	ENSG00000104728
TALONT000873155	1	ENSG00000104728
TALONT000873172	1	ENSG00000104728
TALONT000873175	1	ENSG00000104728
TALONT000873192	1	ENSG00000104728
TALONT000873659	1	ENSG00000264112
TALONT000873753	1	ENSG00000141002
TALONT000873770	1	ENSG00000264112
TALONT000873775	1	ENSG00000264112
TALONT000873968	1	ENSG00000141002
TALONT000874036	1	ENSG00000141002
TALONT000874085	1	ENSG00000141002
TALONT000874110	1	ENSG00000141002
TALONT000874258	1	ENSG00000141002
TALONT000874281	1	ENSG00000136450
TALONT000874287	1	ENSG00000136450
TALONT000874298	1	ENSG00000136450
TALONT000874304	1	ENSG00000136450
TALONT000874307	1	ENSG00000141002
TALONT000874353	1	ENSG00000136450
TALONT000874361	1	ENSG00000141002
TALONT000874414	1	ENSG00000141002
TALONT000874452	1	ENSG00000136450
TALONT000874586	1	ENSG00000136450
TALONT000874657	1	ENSG00000136450
TALONT000876011	1	ENSG00000258947
TALONT000876038	1	ENSG00000258947
TALONT000878091	1	ENSG00000108375
TALONT000878451	1	ENSG00000054219
TALONT000878616	1	ENSG00000115221
TALONT000879275	1	ENSG00000115221
TALONT000884765	1	ENSG00000243725
TALONT000885368	1	ENSG00000174928
TALONT000885494	1	ENSG00000243725
TALONT000885700	1	ENSG00000169359
TALONT000885715	1	ENSG00000169359
TALONT000886354	1	ENSG00000169359
TALONT000887904	1	ENSG00000104936
TALONT000887915	1	ENSG00000104936
TALONT000887931	1	ENSG00000104936
TALONT000887935	1	ENSG00000134802
TALONT000887942	1	ENSG00000134802
TALONT000887943	1	ENSG00000104936
TALONT000887951	1	ENSG00000134802
TALONT000887953	1	ENSG00000134802
TALONT000887955	1	ENSG00000104936
TALONT000887958	1	ENSG00000134802
TALONT000887959	1	ENSG00000134802
TALONT000887961	1	ENSG00000134802
TALONT000887963	1	ENSG00000104936
TALONT000887973	1	ENSG00000134802
TALONT000887976	1	ENSG00000104936
TALONT000887982	1	ENSG00000134802
TALONT000887989	1	ENSG00000134802
TALONT000887990	1	ENSG00000134802
TALONT000888030	1	ENSG00000134802
TALONT000888038	1	ENSG00000134802
TALONT000888046	1	ENSG00000104936
TALONT000888050	1	ENSG00000134802
TALONT000888052	1	ENSG00000134802
TALONT000888083	1	ENSG00000134802
TALONT000888093	1	ENSG00000134802
TALONT000888110	1	ENSG00000104936
TALONT000888130	1	ENSG00000104936
TALONT000888156	1	ENSG00000134802
TALONT000888164	1	ENSG00000104936
TALONT000888173	1	ENSG00000134802
TALONT000888200	1	ENSG00000134802
TALONT000888229	1	ENSG00000134802
TALONT000888322	1	ENSG00000104936
TALONT000888440	1	ENSG00000134802
TALONT000888549	1	ENSG00000104936
TALONT000888564	1	ENSG00000104936
TALONT000888585	1	ENSG00000104936
TALONT000888777	1	ENSG00000104936
TALONT000888866	1	ENSG00000108443
TALONT000888950	1	ENSG00000104936
TALONT000888954	1	ENSG00000108443
TALONT000889085	1	ENSG00000108443
TALONT000889243	1	ENSG00000104936
TALONT000889252	1	ENSG00000108443
TALONT000889496	1	ENSG00000120913
TALONT000889518	1	ENSG00000120913
TALONT000889618	1	ENSG00000120913
TALONT000889624	1	ENSG00000120913
TALONT000889634	1	ENSG00000120913
TALONT000889638	1	ENSG00000120913
TALONT000889639	1	ENSG00000120913
TALONT000889656	1	ENSG00000162407
TALONT000889660	1	ENSG00000162407
TALONT000889667	1	ENSG00000162407
TALONT000889687	1	ENSG00000185800
TALONT000889717	1	ENSG00000120913
TALONT000889719	1	ENSG00000162407
TALONT000889766	1	ENSG00000241852
TALONT000889770	1	ENSG00000185800
TALONT000889895	1	ENSG00000189050
TALONT000889935	1	ENSG00000189050
TALONT000889972	1	ENSG00000189050
TALONT000891443	1	ENSG00000173535
TALONT000895769	1	ENSG00000211450
TALONT000896604	1	ENSG00000198561
TALONT000897482	1	ENSG00000186660
TALONT000897484	1	ENSG00000186660
TALONT000897900	1	ENSG00000159640
TALONT000901332	1	ENSG00000108588
TALONT000901356	1	ENSG00000108588
TALONT000901373	1	ENSG00000108588
TALONT000901517	1	ENSG00000108588
TALONT000902091	1	ENSG00000151967
TALONT000902181	1	ENSG00000239264
TALONT000902182	1	ENSG00000239264
TALONT000902198	1	ENSG00000239264
TALONT000902201	1	ENSG00000239264
TALONT000902203	1	ENSG00000151967
TALONT000902206	1	ENSG00000239264
TALONT000902207	1	ENSG00000239264
TALONT000902213	1	ENSG00000239264
TALONT000902221	1	ENSG00000239264
TALONT000902227	1	ENSG00000151967
TALONT000902232	1	ENSG00000151967
TALONT000902238	1	ENSG00000239264
TALONT000902269	1	ENSG00000239264
TALONT000902285	1	ENSG00000239264
TALONT000902301	1	ENSG00000239264
TALONT000902302	1	ENSG00000151967
TALONT000902318	1	ENSG00000151967
TALONT000902321	1	ENSG00000151967
TALONT000902368	1	ENSG00000239264
TALONT000902410	1	ENSG00000239264
TALONT000902564	1	ENSG00000239264
TALONT000902565	1	ENSG00000239264
TALONT000902574	1	ENSG00000239264
TALONT000902630	1	ENSG00000188428
TALONT000902639	1	ENSG00000151967
TALONT000902651	1	ENSG00000188428
TALONT000902734	1	ENSG00000124802
TALONT000902749	1	ENSG00000124802
TALONT000902753	1	ENSG00000124802
TALONT000902758	1	ENSG00000124802
TALONT000902831	1	ENSG00000151967
TALONT000902847	1	ENSG00000151967
TALONT000902873	1	ENSG00000124802
TALONT000903003	1	ENSG00000229183
TALONT000903107	1	ENSG00000068885
TALONT000903166	1	ENSG00000068885
TALONT000903517	1	ENSG00000068885
TALONT000904214	1	ENSG00000137210
TALONT000904222	1	ENSG00000137210
TALONT000904252	1	ENSG00000137210
TALONT000904380	1	ENSG00000137210
TALONT000904594	1	ENSG00000137210
TALONT000904662	1	ENSG00000153157
TALONT000904832	1	ENSG00000213186
TALONT000908976	1	ENSG00000167985
TALONT000909041	1	ENSG00000167985
TALONT000909066	1	ENSG00000167985
TALONT000909203	1	ENSG00000167985
TALONT000909385	1	ENSG00000007312
TALONT000918624	1	ENSG00000197062
TALONT000918627	1	ENSG00000197062
TALONT000918684	1	ENSG00000197062
TALONT000920002	1	ENSG00000273340
TALONT000920369	1	ENSG00000168522
TALONT000920377	1	ENSG00000168522
TALONT000920381	1	ENSG00000168522
TALONT000922924	1	ENSG00000204599
TALONT000922941	1	ENSG00000204599
TALONT000922949	1	ENSG00000204599
TALONT000923016	1	ENSG00000204599
TALONT000923028	1	ENSG00000204599
TALONT000923114	1	ENSG00000204599
TALONT000923138	1	ENSG00000204599
TALONT000923143	1	ENSG00000204599
TALONT000923156	1	ENSG00000241370
TALONT000923158	1	ENSG00000241370
TALONT000923195	1	ENSG00000241370
TALONT000926314	1	ENSG00000214176
TALONT000928030	1	ENSG00000168646
TALONT000928042	1	ENSG00000168646
TALONT000928058	1	ENSG00000168646
TALONT000928206	1	ENSG00000154240
TALONT000929215	1	ENSG00000105443
TALONT000929245	1	ENSG00000105443
TALONT000929705	1	ENSG00000254685
TALONT000930061	1	ENSG00000116783
TALONT000930071	1	ENSG00000116783
TALONT000930083	1	ENSG00000116783
TALONT000930155	1	ENSG00000116783
TALONT000931672	1	ENSG00000196510
TALONT000931715	1	ENSG00000196510
TALONT000931772	1	ENSG00000196510
TALONT000931787	1	ENSG00000196510
TALONT000931794	1	ENSG00000196510
TALONT000931939	1	ENSG00000196510
TALONT000931989	1	ENSG00000196510
TALONT000933178	1	ENSG00000111229
TALONT000933192	1	ENSG00000111229
TALONT000933212	1	ENSG00000111229
TALONT000933330	1	ENSG00000111229
TALONT000933486	1	ENSG00000111229
TALONT000936540	1	ENSG00000147576
TALONT000936557	1	ENSG00000147576
TALONT000936639	1	ENSG00000147576
TALONT000936745	1	ENSG00000169085
TALONT000939659	1	ENSG00000198563
TALONT000939660	1	ENSG00000198563
TALONT000939661	1	ENSG00000198563
TALONT000939669	1	ENSG00000198563
TALONT000939698	1	ENSG00000198563
TALONT000939718	1	ENSG00000198563
TALONT000939750	1	ENSG00000198563
TALONT000939846	1	ENSG00000198563
TALONT000939851	1	ENSG00000198563
TALONT000940295	1	ENSG00000221947
TALONT000940310	1	ENSG00000221947
TALONT000940494	1	ENSG00000180834
TALONT000940613	1	ENSG00000175193
TALONT000940621	1	ENSG00000213760
TALONT000940721	1	ENSG00000175193
TALONT000940751	1	ENSG00000175193
TALONT000942376	1	ENSG00000204435
TALONT000942471	1	ENSG00000111271
TALONT000942474	1	ENSG00000111271
TALONT000942483	1	ENSG00000111271
TALONT000942607	1	ENSG00000204435
TALONT000942616	1	ENSG00000204435
TALONT000942622	1	ENSG00000204435
TALONT000942626	1	ENSG00000204435
TALONT000942676	1	ENSG00000204427
TALONT000942680	1	ENSG00000204427
TALONT000942681	1	ENSG00000204427
TALONT000942694	1	ENSG00000204427
TALONT000942704	1	ENSG00000204427
TALONT000942715	1	ENSG00000204427
TALONT000942750	1	ENSG00000204427
TALONT000942764	1	ENSG00000204427
TALONT000943115	1	ENSG00000111275
TALONT000943145	1	ENSG00000111275
TALONT000943178	1	ENSG00000111275
TALONT000943194	1	ENSG00000111275
TALONT000943207	1	ENSG00000111275
TALONT000943247	1	ENSG00000111275
TALONT000943264	1	ENSG00000111275
TALONT000943298	1	ENSG00000111275
TALONT000943409	1	ENSG00000111275
TALONT000943419	1	ENSG00000111275
TALONT000943506	1	ENSG00000111275
TALONT000943560	1	ENSG00000174021
TALONT000943575	1	ENSG00000111275
TALONT000943616	1	ENSG00000111275
TALONT000943761	1	ENSG00000111275
TALONT000943964	1	ENSG00000111275
TALONT000943991	1	ENSG00000111275
TALONT000944022	1	ENSG00000111275
TALONT000944045	1	ENSG00000111275
TALONT000944052	1	ENSG00000111275
TALONT000945921	1	ENSG00000204387
TALONT000946061	1	ENSG00000040341
TALONT000946067	1	ENSG00000040341
TALONT000946073	1	ENSG00000040341
TALONT000946075	1	ENSG00000040341
